coin,symbol,price,change_1h,change_24h,change_7d,volume_24h,market_cap,date,price_normalized,volume_24h_normalized,market_cap_normalized,liquidity_ratio,volatility_score,avg_abs_change,turnover_rate,market_dominance,momentum_short,momentum_medium,momentum_long,momentum_consistency,liquidity_class
aelf,ELF,0.318783,0.018,0.016,-0.012,12922826.0,145914636.0,2022-03-16,7.73420943492889e-06,0.0002230574419194,0.0001032770600451,0.0885642890545949,0.016772994167212164,0.015333333333333332,0.00022305744191948349,0.0038855608305703457,0.018,0.016,-0.012,0,High
Akash Network,AKT,1.09,0.016,-0.001,0.019,1755865.0,145104697.0,2022-03-16,2.644522547262445e-05,3.030751596097896e-05,0.0001022333399056,0.012100676520485068,0.010785793124908958,0.012000000000000002,3.030751596097896e-05,0.0038639929650030333,0.016,-0.001,0.019,0,Medium
GPEX,GPX,3.83,0.006,0.002,-0.072,179427.0,144648026.0,2022-03-16,9.292221436587474e-05,3.0970414390232576e-06,0.0001016448551927,0.0012404386355054718,0.04392417709341102,0.02666666666666666,3.0970414390232572e-06,0.003851832272979943,0.006,0.002,-0.072,0,Low
StarLink,STARL,1.4396811e-05,0.045,0.022,-0.004,13867876.0,143867182.0,2022-03-16,3.4925474200500224e-10,0.0002393696971093,0.0001006386280465,0.096393602816242,0.024515301344262524,0.02366666666666667,0.0002393696971093319,0.0038310391781653423,0.045,0.022,-0.004,0,High
Pundi X [OLD],NPXS,0.000600991914,0.0,-0.015,-0.128,0.0,142146180.0,2022-03-16,1.4581034357686028e-08,0.0,9.84208752928706e-05,0.0,0.06997380462239662,0.04766666666666667,0.0,0.003785210616042669,0.0,-0.015,-0.128,0,Low
Acala,ACA,1.1,0.035,0.022,0.018,13275096.0,140584940.0,2022-03-16,2.668784222041003e-05,0.0002291378801351,9.64089983112649e-05,0.09442758235697224,0.008888194417315592,0.024999999999999998,0.000229137880135163,0.0037436363562054335,0.035,0.022,0.018,1,High
Orchid Protocol,OXT,0.237795,0.021,0.0,0.066,12106980.0,139760673.0,2022-03-16,5.769304917962994e-06,0.0002089753424034,9.534681453170685e-05,0.08662651474209773,0.03371943060017473,0.029,0.000208975342403461,0.003721686950327248,0.021,0.0,0.066,0,High
Beta Finance,BETA,0.387492,0.019,0.012,-0.072,18604900.0,138948965.0,2022-03-16,9.401204847288866e-06,0.0003211342009222,9.430081478728242e-05,0.1338973629634449,0.05063924696649164,0.034333333333333334,0.0003211342009222904,0.003700071978059075,0.019,0.012,-0.072,0,High
Ark,ARK,0.834377,0.0069999999999999,0.017,-0.0279999999999999,2749604.0,137522294.0,2022-03-16,2.0243383380704982e-05,4.746017895246593e-05,9.246234885941458e-05,0.019993878228936467,0.023629078131262967,0.017333333333333267,4.746017895246593e-05,0.003662081156112258,0.0069999999999999,0.017,-0.0279999999999999,0,Medium
STASIS EURO,EURS,1.1,0.006,0.008,0.0139999999999999,4643750.0,136959838.0,2022-03-16,2.668784222041003e-05,8.015452625560396e-05,9.173754531891728e-05,0.03390592503475362,0.004163331998932209,0.0093333333333333,8.015452625560396e-05,0.0036471035153324846,0.006,0.008,0.0139999999999999,1,Medium
Magic,MAGIC,2.78,0.069,0.283,0.004,7430205.0,136718105.0,2022-03-16,6.744745584838831e-05,0.0001282507804591,9.142603840236728e-05,0.05434689867885457,0.14598059231738078,0.11866666666666666,0.00012825078045911598,0.003640666407294493,0.069,0.283,0.004,1,Medium
Keep3rV1,KP3R,360.63,0.0069999999999999,0.022,0.006,22218089.0,135437476.0,2022-03-16,0.0087494877753555,0.0003835004894966,8.977576809986624e-05,0.16404683294600086,0.008962886439832526,0.011666666666666633,0.000383500489496602,0.0036065645377541923,0.0069999999999999,0.022,0.006,1,High
Polkastarter,POLS,1.54,0.03,-0.012,0.31,200132514.0,135061007.0,2022-03-16,3.736297912297576e-05,0.0034544337761535,8.929063492662693e-05,1.4817934387235836,0.17504666044610315,0.11733333333333333,0.0034544337761535453,0.003596539544782795,0.03,-0.012,0.31,0,High
Hxro,HXRO,0.305377,0.008,0.0139999999999999,-0.062,133516.0,133894630.0,2022-03-16,7.408957422847535e-06,2.3045839520954443e-06,8.778759437029073e-05,0.0009971721793472972,0.04225320500664217,0.02799999999999997,2.3045839520954443e-06,0.0035654800917415104,0.008,0.0139999999999999,-0.062,0,Low
flexUSD,FLEXUSD,1.01,0.001,0.0,0.004,179309.0,132954034.0,2022-03-16,2.4504291490339764e-05,3.095004672595659e-06,8.657550433839917e-05,0.0013486540769421106,0.0020816659994661326,0.0016666666666666668,3.0950046725956586e-06,0.0035404329609314716,0.001,0.0,0.004,0,Low
Bezoge Earth,BEZOGE,3.051e-09,0.012,-0.005,-0.0409999999999999,189402.0,132913608.0,2022-03-16,3.801804437800117e-14,3.269217245085093e-06,8.652340976046213e-05,0.0014250008170720938,0.02706165799305967,0.0193333333333333,3.269217245085093e-06,0.0035393564569806512,0.012,-0.005,-0.0409999999999999,0,Low
MaidSafeCoin,MAID,0.29492,0.023,0.01,0.045,3041.72,132775927.0,2022-03-16,7.1552530896881485e-06,5.2502315069113475e-08,8.634598845771275e-05,2.290867078638434e-05,0.01769180601295413,0.026,5.250231506911347e-08,0.003535690149642477,0.023,0.01,0.045,1,Low
Prometeus,PROM,7.96,0.017,0.008,0.015,1069360.0,130200675.0,2022-03-16,0.0001931229312013,1.845793683912628e-05,8.302741461856306e-05,0.008213167865681189,0.004725815626252608,0.013333333333333334,1.8457936839126278e-05,0.003467113764336976,0.017,0.008,0.015,1,Low
Iron Bank EURO,IBEUR,1.08,0.0,-0.004,0.009,95258.1,130044220.0,2022-03-16,2.620260872483886e-05,1.6442245765833536e-06,8.282580038042087e-05,0.0007325054508381842,0.006658328118479393,0.004333333333333333,1.6442245765833536e-06,0.003462947524154278,0.0,-0.004,0.009,0,Low
Metadium,META,0.076908861633,0.0069999999999999,-0.036,0.046,32828560.0,129878030.0,2022-03-16,1.8659377525246765e-06,0.000566644990461,8.261164122771336e-05,0.2527645360805057,0.0410162569395762,0.029666666666666633,0.0005666449904610863,0.0034585220506573467,0.0069999999999999,-0.036,0.046,0,High
Sperax,SPA,0.166557,0.008,-0.017,-0.021,464074.0,129752776.0,2022-03-16,4.040951730088043e-06,8.010257145096775e-06,8.245023385956111e-05,0.0035766017060012653,0.01571623364550171,0.015333333333333332,8.010257145096775e-06,0.003455186661901195,0.008,-0.017,-0.021,0,Low
iExec RLC,RLC,1.81,0.019,0.057,0.075,6449965.0,129524554.0,2022-03-16,4.391363131318656e-05,0.0001113311200947,8.215613776383206e-05,0.049797237672789055,0.02858904218985542,0.050333333333333334,0.00011133112009479981,0.003449109338281141,0.019,0.057,0.075,1,Medium
DUSK Network,DUSK,0.325281,0.021,-0.046,-0.038,27805515.0,129420731.0,2022-03-16,7.891861797639964e-06,0.0004799435546956,8.202234724868945e-05,0.2148459121282509,0.03659234892706397,0.035,0.0004799435546956855,0.0034463446356223053,0.021,-0.046,-0.038,0,High
DEAPCOIN,DEP,0.027606422572,0.004,-0.009,-0.133,5292541.0,128916638.0,2022-03-16,6.697780102369951e-07,9.13531341143172e-05,8.137275262948382e-05,0.04105397939403291,0.07562407024221851,0.04866666666666667,9.135313411431719e-05,0.0034329211431649432,0.004,-0.009,-0.133,0,Medium
StormX,STMX,0.01399186433,0.025,0.022,0.003,2316593.0,128800635.0,2022-03-16,3.39466025915848e-07,3.998609193906828e-05,8.122326647392979e-05,0.017985881824262744,0.011930353445448854,0.016666666666666666,3.998609193906828e-05,0.0034298320992870645,0.025,0.022,0.003,1,Medium
RMRK,RMRK,13.65,0.03,0.044,0.006,4743523.0,128405686.0,2022-03-16,0.0003311718606913,8.187668131306838e-05,8.071431922558348e-05,0.036941689638261034,0.0192180470738661,0.02666666666666667,8.187668131306837e-05,0.0034193150023971207,0.03,0.044,0.006,1,Medium
Qredo,QRDO,2.55,0.035,0.134,0.089,23819831.0,126060547.0,2022-03-16,6.186727064931986e-05,0.0004111477295921,7.769227830121194e-05,0.1889554786716894,0.04956813492557492,0.08600000000000001,0.00041114772959215053,0.0033568662961505256,0.035,0.134,0.089,1,High
Stratis,STRAX,0.931273,0.015,0.026,-0.0139999999999999,3193483.0,125656753.0,2022-03-16,2.2594242620048188e-05,5.51218556059919e-05,7.717193302828111e-05,0.025414336466262184,0.020663978319771768,0.0183333333333333,5.51218556059919e-05,0.0033461136657562764,0.015,0.026,-0.0139999999999999,0,Medium
STP Network,STPT,0.085865788522,0.0069999999999999,0.006,-0.0409999999999999,11751380.0,125461512.0,2022-03-16,2.08324779972092e-06,0.0002028374259487,7.69203375825036e-05,0.09366521901951891,0.02742869543622752,0.017999999999999933,0.0002028374259487654,0.003340914593182629,0.0069999999999999,0.006,-0.0409999999999999,0,High
Steem,STEEM,0.315524,0.013,0.01,0.009,6019119.0,124507907.0,2022-03-16,7.655140636825569e-06,0.0001038944025671,7.569148362728589e-05,0.048343267066564694,0.0020816659994661326,0.010666666666666666,0.00010389440256712886,0.0033155210457126135,0.013,0.01,0.009,1,Medium
Alpha Finance,ALPHA,0.279294,0.018,0.054,0.021,7405255.0,124373230.0,2022-03-16,6.776140159598393e-06,0.0001278201251848,7.551793340038182e-05,0.05954058602482222,0.01997498435543818,0.031,0.00012782012518480591,0.0033119347318902033,0.018,0.054,0.021,1,Medium
NKN,NKN,0.192439,0.03,0.078,0.064,9196680.0,124009174.0,2022-03-16,4.668892396706694e-06,0.0001587414327912,7.504879612077367e-05,0.07416128745442656,0.02468467810876483,0.057333333333333326,0.00015874143279125444,0.00330224028469483,0.03,0.078,0.064,1,Medium
RSK Infrastructure Framework,RIF,0.150149,0.017,0.032,0.0069999999999999,1193005.0,123524355.0,2022-03-16,3.642866170321455e-06,2.059214010133336e-05,7.442403875717479e-05,0.009658054883184778,0.012583057392117961,0.018666666666666634,2.0592140101333362e-05,0.0032893300395819523,0.017,0.032,0.0069999999999999,1,Medium
Balancer,BAL,11.45,0.0279999999999999,0.022,0.01,24421512.0,123217404.0,2022-03-16,0.0002777961761784,0.0004215331843457,7.402848928920007e-05,0.19819855967749492,0.009165151389911636,0.019999999999999966,0.00042153318434574367,0.003281156241427089,0.0279999999999999,0.022,0.01,1,High
Dawn Protocol,DAWN,1.7,0.016,0.023,0.033,2418035.0,122765002.0,2022-03-16,4.124484708754513e-05,4.1737055158970514e-05,7.344550578235141e-05,0.01969645225110655,0.008544003745317531,0.024000000000000004,4.1737055158970514e-05,0.0032691092286046626,0.016,0.023,0.033,1,Medium
GXChain,GXC,1.64,0.021,-0.008,-0.019,11166637.0,122187268.0,2022-03-16,3.9789146600831614e-05,0.0001927443334811,7.270101439339714e-05,0.09138953004497981,0.020663978319771823,0.016,0.00019274433348119487,0.0032537247499640916,0.021,-0.008,-0.019,0,High
Sun Token,SUN,0.01159957152,0.012,0.013,0.02,35127631.0,121791772.0,2022-03-16,2.8142499578454415e-07,0.0006063286398463,7.219136225873678e-05,0.2884236793927261,0.0043588989435406735,0.015,0.0006063286398463887,0.0032431930870111905,0.012,0.013,0.02,1,High
Dero,DERO,10.86,0.034,0.015,-0.141,810741.0,120268451.0,2022-03-16,0.0002634817880591,1.39939834769302e-05,7.02283492335154e-05,0.006741094553550041,0.09602256679204807,0.06333333333333334,1.3993983476930199e-05,0.003202628572221973,0.034,0.015,-0.141,0,Low
Kirobo,KIRO,0.126408,0.019,0.019,-0.074,30233.26,119964465.0,2022-03-16,3.0668697494036977e-06,5.21848211566622e-07,6.983662058440931e-05,0.00025201846230048203,0.05369357503463519,0.03733333333333333,5.21848211566622e-07,0.0031945337290518764,0.019,0.019,-0.074,0,Low
Alien Worlds,TLM,0.096545880435,0.036,0.039,-0.002,44383919.0,119120382.0,2022-03-16,2.342364716319239e-06,0.0007660989503767,6.874890110613265e-05,0.3725971849217206,0.022854612955229264,0.025666666666666667,0.0007660989503767644,0.003172056642911249,0.036,0.039,-0.002,0,High
Strike,STRK,37.95,0.0069999999999999,0.0139999999999999,-0.031,9721665.0,118658676.0,2022-03-16,0.0009207305578102,0.0001678030584098,6.815392808874309e-05,0.08192966016239722,0.024214320831551946,0.017333333333333267,0.0001678030584098382,0.0031597618738735543,0.0069999999999999,0.0139999999999999,-0.031,0,Medium
Aavegotchi,GHST,1.95,0.0069999999999999,0.008,0.017,28297857.0,117328055.0,2022-03-16,4.731026578218475e-05,0.0004884417382253,6.643923607397204e-05,0.2411857675472418,0.0055075705472861355,0.010666666666666635,0.0004884417382253192,0.003124328767369184,0.0069999999999999,0.008,0.017,1,High
Victoria VR,VR,0.144477,0.051,-0.003,0.032,7068380.0,117291824.0,2022-03-16,3.505253950977471e-06,0.0001220054159449,6.639254734262993e-05,0.06026319447466347,0.027392213005402344,0.028666666666666663,0.00012200541594499831,0.0031233639720730333,0.051,-0.003,0.032,0,Medium
Ankr Reward-Bearing Staked ETH,AETHC,2196.39,0.021,0.002,-0.02,1309490.0,116894099.0,2022-03-16,0.0532880998668421,2.2602756519289547e-05,6.588002282845585e-05,0.011202361891681119,0.020518284528683192,0.014333333333333332,2.2602756519289547e-05,0.003112772953079307,0.021,0.002,-0.02,0,Medium
Decentral Games,DG,0.306293,0.005,0.002,0.003,854759.0,116422219.0,2022-03-16,7.431181116944694e-06,1.4753766397354248e-05,6.527193918335318e-05,0.007341888922422961,0.0015275252316519466,0.0033333333333333335,1.4753766397354248e-05,0.0031002072605964127,0.005,0.002,0.003,1,Low
Meerkat Shares,MSHARE,12965.17,0.013,0.03,0.922,8304162.0,115928010.0,2022-03-16,0.3145567379886873,0.0001433359183978,6.463508148613661e-05,0.0716320585508196,0.5199733967553853,0.3216666666666667,0.00014333591839780105,0.0030870469691742734,0.013,0.03,0.922,1,Medium
FUNToken,FUN,0.010933267139,0.012,-0.004,-0.011,853332.0,115804492.0,2022-03-16,2.652593355891935e-07,1.4729135332166254e-05,6.447591119776715e-05,0.007368729703507529,0.011789826122551595,0.009,1.4729135332166254e-05,0.003083757808361986,0.012,-0.004,-0.011,0,Low
THORChain (ERC20),RUNE,7.15,0.07,-0.07,0.762,1838591.0,115794807.0,2022-03-16,0.0001734709746306,3.173542731258512e-05,6.446343071522324e-05,0.015878009106228747,0.4454750273584368,0.3006666666666667,3.173542731258512e-05,0.003083499906497748,0.07,-0.07,0.762,0,Medium
TrueFi,TRU,0.180166,0.025,-0.008,0.069,9656824.0,115725924.0,2022-03-16,4.371128862149446e-06,0.0001666838552578,6.437466529663036e-05,0.08344564179068469,0.03863073042712671,0.034,0.00016668385525787273,0.003081665621096164,0.025,-0.008,0.069,0,Medium
agEUR,AGEUR,1.1,0.003,0.003,0.011,3811883.0,115711833.0,2022-03-16,2.668784222041003e-05,6.579589254520386e-05,6.435650706436126e-05,0.03294289703283847,0.0046188021535170055,0.005666666666666667,6.579589254520386e-05,0.003081290391858272,0.003,0.003,0.011,1,Medium
sETH2,SETH2,2740.47,0.027,0.035,0.068,19698.74,114815124.0,2022-03-16,0.0664883918803602,3.4001468049148125e-07,6.320097159492755e-05,0.00017156920894846573,0.021733231083604053,0.043333333333333335,3.4001468049148125e-07,0.0030574119279677824,0.027,0.035,0.068,1,Low
Maple,MPL,25.38,-0.005,-0.019,0.154,3006803.0,114666914.0,2022-03-16,0.0006157613058438,5.189962207460108e-05,6.300998219711313e-05,0.026222062625667245,0.09609543867079921,0.05933333333333333,5.189962207460108e-05,0.003053465243889437,-0.005,-0.019,0.154,0,Medium
Spookyswap,BOO,12.83,0.0279999999999999,-0.0279999999999999,-0.109,5125254.0,114555634.0,2022-03-16,0.0003112772873729,8.846563796708247e-05,6.28665822902999e-05,0.04474030495959719,0.0688791211713196,0.05499999999999994,8.846563796708247e-05,0.003050501968778187,0.0279999999999999,-0.0279999999999999,-0.109,0,Medium
AIOZ Network,AIOZ,0.237396,0.047,0.287,0.241,13715452.0,114207956.0,2022-03-16,5.759624509726349e-06,0.0002367387472283,6.241855036361938e-05,0.12009191373672776,0.12737870046963634,0.19166666666666665,0.00023673874722831244,0.003041243651343526,0.047,0.287,0.241,1,High
Tomb Shares,TSHARE,2920.47,0.043,0.077,-0.351,10610367.0,113643147.0,2022-03-16,0.0708554933405007,0.0001831427058483,6.169071465219529e-05,0.093365656267861,0.23789913829183995,0.157,0.00018314270584831091,0.003026203352526938,0.043,0.077,-0.351,0,High
Beefy.Finance,BIFI,1455.73,0.012,0.047,-0.059,1429792.0,112999254.0,2022-03-16,0.0353184478253549,2.4679257152958817e-05,6.0860968101173645e-05,0.01265311008159399,0.054009258465563106,0.03933333333333333,2.4679257152958814e-05,0.0030090571258805693,0.012,0.047,-0.059,0,Medium
TitanSwap,TITAN,1.13,0.0,-0.002,-0.072,24704.16,112504097.0,2022-03-16,2.7415692463766785e-05,4.2641189584767517e-07,6.022288877283148e-05,0.00021958453655247773,0.041004064839151415,0.024666666666666667,4.2641189584767506e-07,0.002995871590166505,0.0,-0.002,-0.072,0,Low
Phantasma,SOUL,1.08,0.0279999999999999,0.13,-0.024,2762350.0,112079479.0,2022-03-16,2.620260872483886e-05,4.768018424811146e-05,5.967570885163072e-05,0.024646349399964646,0.07834113436333008,0.06066666666666664,4.768018424811146e-05,0.0029845644374778936,0.0279999999999999,0.13,-0.024,0,Medium
Tornado Cash,TORN,47.91,0.023,0.006,-0.071,10096292.0,111960444.0,2022-03-16,0.0011623768386047,0.0001742693948206,5.952231553829938e-05,0.09017731298028793,0.05008991914547277,0.03333333333333333,0.00017426939482061786,0.002981394654472254,0.023,0.006,-0.071,0,High
Alchemix,ALCX,95.14,0.0279999999999999,-0.042,-0.125,8581305.0,111651916.0,2022-03-16,0.002308255738396,0.0001481196095676,5.9124733884369885e-05,0.07685766001543583,0.076591992618898,0.06499999999999996,0.00014811960956766525,0.002973178862384514,0.0279999999999999,-0.042,-0.125,0,Medium
DODO,DODO,0.391699,0.033,0.064,0.0,53854854.0,111498427.0,2022-03-16,9.503273713082265e-06,0.0009295742253426,5.892694175373676e-05,0.4830099890108764,0.032005207909547057,0.03233333333333333,0.0009295742253426041,0.0029690916038155836,0.033,0.064,0.0,0,High
Hoo Token,HOO,1.34,-0.002,0.049,-0.0139999999999999,8376366.0,111488236.0,2022-03-16,3.251064416726407e-05,0.0001445822123227,5.891380921913634e-05,0.07513228570591071,0.03345145736735543,0.021666666666666636,0.0001445822123227022,0.002968820227677385,-0.002,0.049,-0.0139999999999999,0,Medium
BTC Standard Hashrate Token,BTCST,15.38,0.032,0.022,-0.08,10770376.0,110711281.0,2022-03-16,0.0003731445580582,0.0001859045783848,5.7912593595501634e-05,0.09728345569409498,0.06197849089267448,0.04466666666666667,0.00018590457838486713,0.0029481306930434787,0.032,0.022,-0.08,0,High
KardiaChain,KAI,0.033106050211,0.005,0.012,0.092,3633167.0,110596002.0,2022-03-16,8.032081874175847e-07,6.27111234869435e-05,5.776404041561736e-05,0.0328507987115122,0.04833563212924119,0.036333333333333336,6.271112348694349e-05,0.0029450609285615434,0.005,0.012,0.092,1,Medium
Klever,KLV,0.021137782806,0.027,0.034,0.054,4429411.0,109983784.0,2022-03-16,5.128379759746524e-07,7.645487812573049e-05,5.697511155014845e-05,0.04027330974537119,0.0140118997046558,0.03833333333333333,7.645487812573049e-05,0.0029287581754876835,0.027,0.034,0.054,1,Medium
Orion Protocol,ORN,3.13,0.066,0.069,0.022,10611478.0,108618470.0,2022-03-16,7.59390420208838e-05,0.000183161882522,5.521571273301335e-05,0.09769496845241882,0.02631222782915452,0.052333333333333336,0.00018316188252204873,0.0028924012290890417,0.066,0.069,0.022,1,High
BENQI Liquid Staked AVAX,SAVAX,73.3,0.035,0.036,0.003,232010.0,108588792.0,2022-03-16,0.0017783807612323,4.004662532772581e-06,5.5177468462395046e-05,0.002136592513157343,0.01877054430040145,0.02466666666666667,4.004662532772581e-06,0.0028916109336293754,0.035,0.036,0.003,1,Low
PlatON Network,LAT,0.045411075152,0.011,0.01,-0.0579999999999999,4190176.0,108434635.0,2022-03-16,1.1017487006781778e-06,7.232550680109859e-05,5.4978815519956105e-05,0.03864241346872242,0.03955165398985647,0.026333333333333302,7.232550680109859e-05,0.0028875058868884974,0.011,0.01,-0.0579999999999999,0,Medium
Hathor,HTR,0.479597,0.052,0.047,0.025,3389005.0,108345431.0,2022-03-16,1.1635826402767996e-05,5.849670853359313e-05,5.486386363922851e-05,0.03127963005657341,0.01436430761761016,0.04133333333333333,5.849670853359313e-05,0.0028851304735795116,0.052,0.047,0.025,1,Medium
