coin,symbol,price,change_1h,change_24h,change_7d,volume_24h,market_cap,date,price_normalized,volume_24h_normalized,market_cap_normalized,liquidity_ratio,volatility_score,avg_abs_change,turnover_rate,market_dominance,momentum_short,momentum_medium,momentum_long,momentum_consistency,liquidity_class
Sovryn,SOV,3.43,0.006,-0.0069999999999999,-0.071,406765.0,72604865.0,2022-03-16,8.321754445445134e-05,7.021061829848882e-06,8.807125376719449e-06,0.005602448265691287,0.041218927691049914,0.027999999999999966,7.021061829848882e-06,0.0019333949443758873,0.006,-0.0069999999999999,-0.071,0,Low
Badger DAO,BADGER,7.32,0.024,0.027,-0.006,4125819.0,72581913.0,2022-03-16,0.000177595459343,7.121465784363277e-05,8.777548501619017e-06,0.05684362438890251,0.018248287590894658,0.019,7.121465784363277e-05,0.001932783755569692,0.024,0.027,-0.006,0,Medium
TempleDAO,TEMPLE,0.666697,0.021,-0.003,-0.025,1492924.0,71996496.0,2022-03-16,1.6175185753836293e-05,2.576896171318897e-05,8.023156488257412e-06,0.02073606471070481,0.023007245235649863,0.016333333333333335,2.5768961713188972e-05,0.0019171946863227249,0.021,-0.003,-0.025,0,Medium
Wrapped NXM,WNXM,26.65,0.027,0.024,0.005,3964149.0,70945266.0,2022-03-16,0.0006465736328125,6.842411523049823e-05,6.668499011269004e-06,0.05587615951711281,0.011930353445448853,0.018666666666666668,6.842411523049823e-05,0.0018892014827353858,0.027,0.024,0.005,1,Medium
Hifi Finance,MFT,0.00755611809,0.011,-0.054,0.052,58152200.0,70736052.0,2022-03-16,1.833240436836373e-07,0.001003749564839,6.39889739279289e-06,0.8221012956731032,0.05345091205957107,0.039,0.0010037495648390056,0.001883630323145837,0.011,-0.054,0.052,0,High
Dock,DOCK,0.033479547514,0.024,-0.002,-0.0,3240870.0,70448413.0,2022-03-16,8.122698575136395e-07,5.593978993399714e-05,6.0282341487611615e-06,0.046003449360881986,0.01446835627614047,0.008666666666666668,5.5939789933997135e-05,0.0018759707842374545,0.024,-0.002,-0.0,0,Medium
Sifchain,EROWAN,0.091107956047,0.026,-0.024,-0.023,3841586.0,70322023.0,2022-03-16,2.210431563347191e-06,6.630858808078828e-05,5.865362885082849e-06,0.054628490992075125,0.028583211855912904,0.024333333333333335,6.630858808078828e-05,0.0018726051449373929,0.026,-0.024,-0.023,0,Medium
Retreeb,TREEB,0.225841,0.035,0.1369999999999999,0.07,905540.0,70125336.0,2022-03-16,5.479280857660105e-06,1.56302836512516e-05,5.61190406524664e-06,0.012913164508759003,0.05182984982935343,0.08066666666666664,1.5630283651251597e-05,0.0018673675668298589,0.035,0.1369999999999999,0.07,1,Medium
Presearch,PRE,0.179852,0.022,-0.042,0.0,598873.0,70111160.0,2022-03-16,4.363510696268978e-06,1.0336986616909248e-05,5.593636298541172e-06,0.00854176424979989,0.03251666239535253,0.021333333333333333,1.0336986616909245e-05,0.0018669900741269739,0.022,-0.042,0.0,0,Low
PlatonCoin,PLTC,0.640304,-0.001,0.019,0.126,280435.0,69590558.0,2022-03-16,1.5534847371405798e-05,4.8405135010477085e-06,4.922767514511871e-06,0.004029785190111566,0.06828616258071617,0.048666666666666664,4.8405135010477085e-06,0.0018531269635099102,-0.001,0.019,0.126,0,Low
Aave [OLD],LEND,1.36,0.026,0.08,0.038,5128.17,69502548.0,2022-03-16,3.2995877662835235e-05,8.851597026286959e-08,4.809354270455149e-06,7.378391364874853e-05,0.02835489375751565,0.047999999999999994,8.851597026286958e-08,0.0018507833452268306,0.026,0.08,0.038,1,Low
ShareToken,SHR,0.007189378251,0.013,-0.046,-0.138,221837.0,69453171.0,2022-03-16,1.7442632098147838e-07,3.829069101688165e-06,4.745725072048283e-06,0.0031940514278318553,0.07609862022402247,0.06566666666666666,3.829069101688165e-06,0.0018494684850977132,0.013,-0.046,-0.138,0,Low
Circuits of Value,COVAL,0.038262750519,-0.001,0.035,-0.038,601191.0,69008937.0,2022-03-16,9.283183732207732e-07,1.0376996994698854e-05,4.173267180214465e-06,0.008711784677975839,0.03650114153466071,0.02466666666666667,1.0376996994698854e-05,0.0018376389779466446,-0.001,0.035,-0.038,0,Medium
Travala.com,AVA,1.33,0.018,0.021,0.051,3953320.0,68723455.0,2022-03-16,3.226802741947848e-05,6.823719875893497e-05,3.80538353358565e-06,0.05752504730735671,0.018248287590894658,0.03,6.823719875893496e-05,0.0018300368777910926,0.018,0.021,0.051,1,Medium
Redacted Cartel,BTRFLY,114.27,0.009,0.004,-0.204,580990.0,68675140.0,2022-03-16,0.0027723815769098,1.0028312938733423e-05,3.743122871313176e-06,0.008459975472929506,0.12155794228816696,0.07233333333333333,1.0028312938733425e-05,0.0018287502976598918,0.009,0.004,-0.204,0,Low
IRISnet,IRIS,0.05572426797,0.022,-0.008,-0.027,6277598.0,68613799.0,2022-03-16,1.351964030757059e-06,0.0001083559394267,3.6640763788272783e-06,0.09149177121062776,0.02470492528491704,0.019,0.00010835593942678372,0.0018271168481757151,0.022,-0.008,-0.027,0,High
ChainX,PCX,1.77,0.054,0.172,0.078,445046.0,68530128.0,2022-03-16,4.2943164322044224e-05,7.681819928280273e-06,3.556254545587087e-06,0.0064941656026091185,0.06236451982764986,0.10133333333333333,7.681819928280273e-06,0.0018248887731232943,0.054,0.172,0.078,1,Low
Index Coop - ETH 2x Flexible Leverage Index,ETH2X-FLI,66.16,0.049,0.06,0.119,2344685.0,68519516.0,2022-03-16,0.0016051524033134,4.047098043469626e-05,3.5425794933665423e-06,0.03421922886904222,0.037643060449437424,0.076,4.047098043469626e-05,0.0018246061861761289,0.049,0.06,0.119,1,Medium
cVault.finance,CORE,6768.4,0.016,0.031,0.004,295513.0,68514733.0,2022-03-16,0.1642127195711593,5.100770824736967e-06,3.5364159262000447e-06,0.004313130724744998,0.013527749258468683,0.017,5.100770824736967e-06,0.0018244788196695048,0.016,0.031,0.004,1,Low
ThunderCore,TT,0.007869637878,0.006,-0.003,0.018,13601229.0,67862398.0,2022-03-16,1.9093055881673586e-07,0.0002347671745871,2.695790672686328e-06,0.20042364255975748,0.010535653752852737,0.009,0.00023476717458712938,0.0018071077910058,0.006,-0.003,0.018,0,High
OpenDAO,SOS,1.708294e-06,0.03,0.053,-0.09,14382323.0,67555662.0,2022-03-16,4.1410069128791437e-11,0.0002482494291294,2.300518262403589e-06,0.21289589316732624,0.07678758580222023,0.057666666666666665,0.0002482494291294916,0.0017989397180859193,0.03,0.053,-0.09,0,High
Carry,CRE,0.007639549275,0.0139999999999999,-0.023,-0.001,15140717.0,66948840.0,2022-03-16,1.8534822396049705e-07,0.0002613398650455,1.5185429006834558e-06,0.2261535375370208,0.0186100331362771,0.012666666666666633,0.0002613398650455277,0.0017827806550956354,0.0139999999999999,-0.023,-0.001,0,High
ARPA Chain,ARPA,0.068515692234,0.0279999999999999,0.026,-0.008,14838311.0,66892485.0,2022-03-16,1.6623054062047894e-06,0.0002561201159921,1.4459215693709155e-06,0.22182328852037714,0.020231987873991324,0.020666666666666632,0.00025612011599210056,0.0017812799778050665,0.0279999999999999,0.026,-0.008,0,High
GuildFi,GF,1.54,0.005,0.0069999999999999,0.0409999999999999,7298293.0,66370610.0,2022-03-16,3.736297912297576e-05,0.0001259738827218,7.734123460769485e-07,0.10996272295824915,0.020231987873991324,0.017666666666666598,0.00012597388272184992,0.0017673829684711033,0.005,0.0069999999999999,0.0409999999999999,1,High
EverRise,RISE,0.000950733762,0.013,0.081,0.03,423218.0,66340451.0,2022-03-16,2.306635733031407e-08,7.305052660639397e-06,7.345482394128622e-07,0.006379486325771285,0.03538832199092426,0.04133333333333333,7.305052660639396e-06,0.0017665798644624746,0.013,0.081,0.03,1,Low
SuperRare,RARE,0.458127,0.018,0.0289999999999999,0.0289999999999999,16421385.0,66264262.0,2022-03-16,1.1114928245272346e-05,0.0002834451327345,6.363680138539679e-07,0.24781661342580108,0.006350852961085827,0.025333333333333267,0.00028344513273451,0.0017645510275874656,0.018,0.0289999999999999,0.0289999999999999,1,High
Oxygen,OXY,0.325739,0.015,0.001,0.084,464624.0,65770433.0,2022-03-16,7.902973644688543e-06,8.019750547937278e-06,0.0,0.007064329346896652,0.04443347086750408,0.03333333333333333,8.019750547937278e-06,0.0017514008551852967,0.015,0.001,0.084,1,Low
Bitcoin,BTC,40851.38,0.001,0.0,-0.027,20476118020.0,776077432316.0,2022-03-17,0.9911228958152732,0.3534327944973212,1.0,0.026384117315323013,0.01588500340992514,0.009333333333333334,0.35343279449732123,20.666165884117742,0.001,0.0,-0.027,0,Medium
Ethereum,ETH,2824.42,0.004,0.0289999999999999,0.034,13640408875.0,339077214308.0,2022-03-17,0.0685251594780202,0.2354434479264303,0.4368638520874613,0.04022803154979847,0.016072751268321573,0.022333333333333302,0.23544344792643032,9.029287113145193,0.004,0.0289999999999999,0.034,1,Medium
Tether,USDT,1.0,-0.0,0.0,0.0,44131404071.0,80205879149.0,2022-03-17,2.4261674742554175e-05,0.7617403577508775,0.1032717839852293,0.5502265487174106,0.0,0.0,0.7617403577508775,2.1358023495519203,-0.0,0.0,0.0,1,High
BNB,BNB,389.61,0.002,0.016,-0.01,1425353937.0,65561157431.0,2022-03-17,0.0094525911104381,0.024602652934976,0.0844000035245279,0.02174082936989203,0.013012814197295424,0.009333333333333334,0.024602652934976037,1.7458280560748516,0.002,0.016,-0.01,0,Medium
USD Coin,USDC,0.999739,-0.001,0.0,-0.0,3569816487.0,52596068421.0,2022-03-17,2.425534244543697e-05,0.0616176472322862,0.0676926656753259,0.06787230669839728,0.0005773502691896258,0.0003333333333333333,0.06161764723228628,1.4005807018470409,-0.001,0.0,-0.0,0,Medium
XRP,XRP,0.796926,0.006,0.016,0.038,3642947060.0,38342363497.0,2022-03-17,1.933475939857319e-05,0.062879934485824,0.0493247652633485,0.09501101986801187,0.0163707055437449,0.02,0.06287993448582402,1.0210187945466513,0.006,0.016,0.038,1,High
Terra,LUNA,87.64,-0.0,-0.02,-0.118,1555363904.0,32256574723.0,2022-03-17,0.0021262931775568,0.0268467201895422,0.0414823718137027,0.04821850792765589,0.06315061361538778,0.04599999999999999,0.02684672018954222,0.858960325762347,-0.0,-0.02,-0.118,0,Medium
Solana,SOL,90.62,0.016,0.0579999999999999,0.0279999999999999,1921988835.0,29270600684.0,2022-03-17,0.0021985929683969,0.0331749350283682,0.037634524950481,0.06566277391261753,0.021633307652783894,0.03399999999999993,0.033174935028368276,0.7794468233126111,0.016,0.0579999999999999,0.0279999999999999,1,Medium
Cardano,ADA,0.838396,0.002,0.018,-0.013,784436216.0,26891734979.0,2022-03-17,2.034089105164001e-05,0.0135399436384858,0.0345690224305476,0.029170160148185804,0.015502687938977978,0.010999999999999998,0.01353994363848584,0.7161000086412226,0.002,0.018,-0.013,0,Medium
Avalanche,AVAX,79.78,0.002,0.083,0.027,1386901493.0,21282040395.0,2022-03-17,0.0019355964137973,0.0239389355875326,0.0273401432016092,0.065167693851659,0.041476901202155074,0.037333333333333336,0.02393893558753267,0.5667194520049917,0.002,0.083,0.027,1,Medium
Polkadot,DOT,18.88,0.001,0.02,0.0559999999999999,665211395.0,20667608398.0,2022-03-17,0.0004580604197831,0.0114820359033226,0.0265483612900989,0.03218618149666375,0.027934447074057688,0.025666666666666633,0.011482035903322625,0.5503577424051932,0.001,0.02,0.0559999999999999,1,Medium
Binance USD,BUSD,0.999538,-0.001,-0.002,-0.001,3713594658.0,17812484632.0,2022-03-17,2.4250465848806484e-05,0.0640993637722383,0.0228691333786626,0.20848268698733663,0.0005773502691896258,0.0013333333333333333,0.0640993637722383,0.47432865186488515,-0.001,-0.002,-0.001,1,High
Dogecoin,DOGE,0.11685,0.001,0.011,-0.038,364002532.0,15509604862.0,2022-03-17,2.834976661870236e-06,0.0062829503113432,0.0199015494065197,0.023469491017907275,0.025890796305508515,0.016666666666666666,0.006282950311343272,0.4130052666506367,0.001,0.011,-0.038,0,Medium
TerraUSD,UST,1.0,-0.0,-0.001,0.002,566868455.0,15173316373.0,2022-03-17,2.4261674742554175e-05,0.0097845647288874,0.0194681944641674,0.0373595620802258,0.0015275252316519468,0.001,0.009784564728887462,0.40405024050349897,-0.0,-0.001,0.002,0,Medium
Shiba Inu,SHIB,2.2354322e-05,-0.002,-0.002,-0.063,435900196.0,12283647613.0,2022-03-17,5.42317285933804e-10,0.0075239566525124,0.0157444504768822,0.03548621791614074,0.03521836642056717,0.022333333333333334,0.007523956652512498,0.32710125132068124,-0.002,-0.002,-0.063,1,Medium
Wrapped Bitcoin,WBTC,40815.68,-0.001,0.0,-0.0279999999999999,257062192.0,11140930359.0,2022-03-17,0.9902567540256788,0.0044370817158518,0.0142718988257547,0.02307367371633707,0.01588500340992508,0.009666666666666634,0.004437081715851866,0.29667183365377015,-0.001,0.0,-0.0279999999999999,0,Medium
Cronos,CRO,0.40337,-0.001,0.004,-0.013,64923668.0,10212443722.0,2022-03-17,9.78643171942282e-06,0.0011206300621945,0.0130754134085807,0.006357309745574332,0.008736894948054104,0.005999999999999999,0.0011206300621945872,0.27194716307010647,-0.001,0.004,-0.013,0,Low
Polygon,MATIC,1.46,0.009,0.012,-0.031,584477121.0,10031137796.0,2022-03-17,3.5422045140691085e-05,0.0100885032012908,0.0128417752625249,0.0582662837343402,0.024006943440041117,0.017333333333333333,0.010088503201290835,0.26711916758090903,0.009,0.012,-0.031,0,Medium
Dai,DAI,1.0,0.0,0.001,0.0,233460109.0,9445061382.0,2022-03-17,2.4261674742554175e-05,0.0040296924762264,0.0120865335016242,0.02471769103003591,0.0005773502691896258,0.0003333333333333333,0.0040296924762264685,0.25151253879858776,0.0,0.001,0.0,0,Medium
Cosmos Hub,ATOM,28.48,0.005,-0.012,-0.053,504577854.0,8263048473.0,2022-03-17,0.0006909724976573,0.0087093833316692,0.0105633438808241,0.06106437057082964,0.02981610303175115,0.023333333333333334,0.008709383331669297,0.22003671713777162,0.005,-0.012,-0.053,0,Medium
Litecoin,LTC,110.64,-0.002,0.011,0.037,541046078.0,7733039423.0,2022-03-17,0.0026843116974637,0.0093388515885959,0.0098803527918579,0.06996551399838893,0.019857828011475308,0.016666666666666666,0.009338851588595973,0.2059231061869976,-0.002,0.011,0.037,0,Medium
Lido Staked Ether,STETH,2824.49,0.005,0.03,0.035,6987747.0,7293486788.0,2022-03-17,0.0685268577952547,0.0001206136313063,0.0093139274962207,0.0009580804357522064,0.01607275126832159,0.023333333333333334,0.00012061363130638338,0.1942182591041458,0.005,0.03,0.035,1,Low
Near,NEAR,10.9,0.003,0.026,-0.063,392643350.0,7152121268.0,2022-03-17,0.0002644522550502,0.006777311807626,0.009131758172042,0.05489886640440001,0.04619884558442271,0.030666666666666665,0.006777311807626012,0.19045383668318178,0.003,0.026,-0.063,0,Medium
Chainlink,LINK,14.54,0.003,0.009,0.037,555565709.0,6790110728.0,2022-03-17,0.0003527647512442,0.0095894710543749,0.0086652567548834,0.08181983052338819,0.01814754345175493,0.016333333333333335,0.009589471054374962,0.1808138580419876,0.003,0.009,0.037,1,Medium
TRON,TRX,0.060963260767,0.001,0.004,0.002,431830570.0,6203344202.0,2022-03-17,1.4790707701650838e-06,0.0074537119270067,0.0079091256877597,0.0696125438051261,0.0015275252316519466,0.0023333333333333335,0.007453711927006713,0.16518885226727262,0.001,0.004,0.002,1,Medium
FTX Token,FTT,43.02,0.001,0.016,0.004,63018114.0,5917599044.0,2022-03-17,0.0010437372489375,0.0010877388044558,0.0075409029250932,0.010649270680800117,0.007937253933193772,0.007,0.0010877388044558047,0.1575797444773595,0.001,0.016,0.004,1,Medium
LEO Token,LEO,6.23,0.004,0.044,0.068,1071771.0,5840393387.0,2022-03-17,0.0001511502338344,1.8499552465032557e-05,0.0074414125942229,0.00018351007012398017,0.03233161507461904,0.03866666666666667,1.849955246503255e-05,0.15552383504317738,0.004,0.044,0.068,1,Low
Bitcoin Cash,BCH,297.65,0.002,0.006,-0.035,1192569491.0,5652413614.0,2022-03-17,0.0072214874978019,0.0205846228970103,0.0071991742591135,0.2109841162448237,0.022605309110914636,0.014333333333333335,0.020584622897010338,0.15051812168274176,0.002,0.006,-0.035,0,High
OKB,OKB,19.98,0.001,0.049,0.075,170494374.0,5198998452.0,2022-03-17,0.0004847482620395,0.0029428577716749,0.0066148851507516,0.03279369585778826,0.037541088600802894,0.041666666666666664,0.0029428577716749957,0.138444129369497,0.001,0.049,0.075,1,Medium
Algorand,ALGO,0.755697,0.013,0.034,-0.017,138333415.0,5010872275.0,2022-03-17,1.8334474809128e-05,0.0023877360634497,0.0063724581535291,0.027606653574102524,0.025632011235952594,0.021333333333333333,0.0023877360634497677,0.13343451741695683,0.013,0.034,-0.017,0,Medium
Stellar,XLM,0.190708,0.003,0.021,0.009,202509305.0,4685689241.0,2022-03-17,4.626895437665009e-06,0.0034954589296638,0.0059534141494597,0.04321868023769782,0.009165151389911681,0.011000000000000001,0.003495458929663873,0.12477521843014083,0.003,0.021,0.009,1,Medium
Uniswap,UNI,9.22,0.002,0.02,0.003,158548328.0,4212948930.0,2022-03-17,0.0002236926414223,0.0027366602679855,0.0053442218728218,0.0376335746372316,0.01011599393699568,0.008333333333333333,0.0027366602679855952,0.11218661672569466,0.002,0.02,0.003,1,Medium
Hedera,HBAR,0.206426,0.001,0.031,-0.031,50736623.0,4083726959.0,2022-03-17,5.008240441834392e-06,0.0008757512743739,0.0051777012168224,0.012424097768873387,0.031005375877955956,0.021,0.0008757512743739822,0.10874556487009673,0.001,0.031,-0.031,0,Medium
Axie Infinity,AXS,50.9,0.006,0.01,0.044,229754416.0,3771229668.0,2022-03-17,0.0012349192461926,0.0039657295008587,0.0047750045740403,0.06092294456355555,0.020880613017821098,0.02,0.003965729500858779,0.10042407453263022,0.006,0.01,0.044,1,Medium
Decentraland,MANA,2.45,0.002,0.01,-0.019,385577318.0,3706590158.0,2022-03-17,5.944110317146401e-05,0.0066553469198807,0.0046917074882167,0.1040248048918496,0.014977761292440647,0.010333333333333333,0.006655346919880777,0.098702789025923,0.002,0.01,-0.019,0,High
The Sandbox,SAND,3.21,0.004,0.042,0.083,1054426538.0,3671953183.0,2022-03-17,7.787997600316847e-05,0.018200174347182,0.0046470728819326,0.2871568577948288,0.03950949253027682,0.043000000000000003,0.018200174347182036,0.0977804410213716,0.004,0.042,0.083,1,High
Internet Computer,ICP,16.83,0.003,0.034,-0.037,139063958.0,3629124742.0,2022-03-17,0.0004083239864871,0.0024003457707066,0.0045918824213974,0.038318869668657975,0.03559494346111537,0.02466666666666667,0.0024003457707066933,0.0966399624693503,0.003,0.034,-0.037,0,Medium
Ethereum Classic,ETC,27.11,0.004,0.006,-0.036,254873416.0,3623500485.0,2022-03-17,0.0006577340032107,0.0043993018389507,0.0045846347764505,0.07033900424605573,0.02369247419188915,0.015333333333333332,0.004399301838950734,0.09649019413013955,0.004,0.006,-0.036,0,Medium
Elrond,EGLD,159.18,-0.003,-0.02,0.121,163087133.0,3510358610.0,2022-03-17,0.0038619733912149,0.0028150033666755,0.0044388355822407,0.046458824045899974,0.07696969100453328,0.047999999999999994,0.002815003366675569,0.0934773391496612,-0.003,-0.02,0.121,0,Medium
Monero,XMR,187.35,0.003,-0.01,-0.0069999999999999,162222710.0,3388734398.0,2022-03-17,0.0045454247697269,0.0028000827925599,0.0042821057056498,0.047871178719625346,0.0068068592855540285,0.006666666666666633,0.002800082792559941,0.09023860801787684,0.003,-0.01,-0.0069999999999999,0,Medium
cETH,CETH,56.52,0.001,0.052,0.037,4709.81,3354874341.0,2022-03-17,0.0013712698584481,8.129477024041049e-08,0.0042384722673096,1.403870762741036e-06,0.02621068484416231,0.03,8.129477024041046e-08,0.08933694856268634,0.001,0.052,0.037,1,Low
VeChain,VET,0.048673709569,0.004,0.016,0.002,226027621.0,3250000117.0,2022-03-17,1.1809056758247635e-06,0.0039014022895151,0.0041033271024219,0.06954695780400183,0.007571877794400365,0.007333333333333333,0.003901402289515198,0.08654425286003688,0.004,0.016,0.002,1,Medium
Filecoin,FIL,17.67,0.002,0.024,-0.062,194035869.0,3150729995.0,2022-03-17,0.0004287037933011,0.0033492012180434,0.0039754036099332,0.061584416724988204,0.044676615807377355,0.029333333333333333,0.0033492012180434843,0.08390078878910474,0.002,0.024,-0.062,0,Medium
Fantom,FTM,1.22,-0.003,0.001,-0.107,662240690.0,3103751456.0,2022-03-17,2.959924319383705e-05,0.0114307593591675,0.0039148651653356,0.21336782258121637,0.06123180001709351,0.037,0.011430759359167543,0.0826497972777678,-0.003,0.001,-0.107,0,High
Klaytn,KLAY,1.1,0.004,-0.002,-0.032,40036524.0,3037372912.0,2022-03-17,2.668784222041003e-05,0.0006910597284826,0.0038293270899942,0.013181300143233779,0.01928730152198591,0.012666666666666666,0.0006910597284826096,0.08088220303481132,0.004,-0.002,-0.032,0,Medium
Osmosis,OSMO,9.33,0.002,-0.0069999999999999,-0.077,61428078.0,3010426563.0,2022-03-17,0.0002263614256479,0.0010602936184941,0.0037946029352893,0.020405107619959572,0.04324735059322519,0.028666666666666632,0.001060293618494167,0.08016464870940919,0.002,-0.0069999999999999,-0.077,0,Medium
Waves,WAVES,28.78,0.003,0.0069999999999999,0.008,728914468.0,2875764773.0,2022-03-17,0.0006982510000909,0.0125815976018079,0.0036210723086061,0.2534680426033579,0.0026457513110645717,0.005999999999999967,0.012581597601807933,0.07657873991408799,0.003,0.0069999999999999,0.008,1,High
Frax,FRAX,0.999541,0.001,-0.0,-0.001,15926230.0,2873694989.0,2022-03-17,2.425053863383082e-05,0.0002748983947645,0.0036184051012668,0.005542073901705927,0.001,0.0006666666666666666,0.0002748983947645303,0.07652362363611476,0.001,-0.0,-0.001,0,Low
Theta Network,THETA,2.87,0.003,0.019,-0.065,102779208.0,2860648763.0,2022-03-17,6.963100657845859e-05,0.0017740444094032,0.0036015932070121,0.03592863595466858,0.04460194315647395,0.028999999999999998,0.0017740444094032151,0.07617621568498661,0.003,0.019,-0.065,0,Medium
Magic Internet Money,MIM,0.998598,0.001,0.001,-0.002,57656794.0,2782892167.0,2022-03-17,2.422765987451464e-05,0.0009951984944251,0.003501392913873,0.02071829971843821,0.0017320508075688774,0.0013333333333333333,0.000995198494425184,0.07410563529621682,0.001,0.001,-0.002,0,Medium
Tezos,XTZ,3.1,0.003,0.017,-0.027,74557601.0,2726280216.0,2022-03-17,7.521119177752704e-05,0.0012869188020262,0.0034284404651139,0.027347739444550184,0.022479620400116487,0.015666666666666666,0.0012869188020262384,0.07259811565748937,0.003,0.017,-0.027,0,Medium
The Graph,GRT,0.4138,0.012,-0.06,0.193,215095821.0,2557806263.0,2022-03-17,1.0039480987363184e-05,0.0037127114146573,0.0032113381182352,0.08409386751118453,0.13035464446399037,0.08833333333333333,0.0037127114146573758,0.06811182277629992,0.012,-0.06,0.193,0,Medium
cUSDC,CUSDC,0.022557565168,0.002,0.001,0.001,1167.72,2466484503.0,2022-03-17,5.4728427389783e-07,2.015570248165682e-08,0.0030936572063551,4.734349632360127e-07,0.0005773502691896258,0.0013333333333333333,2.015570248165682e-08,0.06568001563644078,0.002,0.001,0.001,1,Low
THORChain,RUNE,8.08,0.006,0.1159999999999999,0.4639999999999999,384542700.0,2430711865.0,2022-03-17,0.0001960343321747,0.0066374886554079,0.0030475591388168,0.15820167973714153,0.239084364468556,0.19533333333333328,0.006637488655407986,0.06472742606195168,0.006,0.1159999999999999,0.4639999999999999,1,High
Helium,HNT,22.94,0.004,0.057,0.057,21484397.0,2312307759.0,2022-03-17,0.0005565628193841,0.0003708364281932,0.0028949788209996,0.009291322453240965,0.030599564267050166,0.03933333333333333,0.00037083642819323156,0.061574443132588114,0.004,0.057,0.057,1,Medium
EOS,EOS,2.09,0.006,0.012,0.009,228300347.0,2061422334.0,2022-03-17,5.070690025118294e-05,0.0039406312049044,0.0025716777195815,0.11074894418020796,0.003,0.009000000000000001,0.003940631204904441,0.0548936151699909,0.006,0.012,0.009,1,High
Flow,FLOW,5.72,0.01,0.052,-0.053,118680955.0,2031100138.0,2022-03-17,0.0001387767796973,0.0020485202096554,0.0025326033119542,0.058431858075133465,0.052848841046895245,0.03833333333333333,0.002048520209655484,0.05408616541509122,0.01,0.052,-0.053,0,Medium
Aave,AAVE,147.18,0.0069999999999999,0.071,0.153,406722278.0,2009385126.0,2022-03-17,0.0035708332938722,0.0070203244168376,0.0025046204695993,0.2024113111704202,0.073184697854128,0.07699999999999996,0.007020324416837697,0.05350791636225072,0.0069999999999999,0.071,0.153,1,High
IOTA,MIOTA,0.714113,-0.0,0.003,-0.033,23553216.0,1985719860.0,2022-03-17,1.7325577325136422e-05,0.0004065457594133,0.0024741244510955,0.011861298501592264,0.01997498435543818,0.012000000000000002,0.000406545759413386,0.052877733995797586,-0.0,0.003,-0.033,0,Medium
ECOMI,OMI,0.003390695541,0.001,-0.0069999999999999,-0.253,3682195.0,1972387319.0,2022-03-17,8.226391648452512e-08,6.35573826768783e-05,0.0024569435997567,0.0018668721728888787,0.14439298228561295,0.08699999999999997,6.35573826768783e-05,0.05252270176255696,0.001,-0.0069999999999999,-0.253,0,Low
cDAI,CDAI,0.021937899212,0.0,0.001,0.001,187.54,1928856560.0,2022-03-17,5.322501400020134e-07,3.237077761286884e-09,0.0024008481038534,9.722858811232702e-08,0.0005773502691896258,0.0006666666666666666,3.2370777612868834e-09,0.051363521184568904,0.0,0.001,0.001,0,Low
Theta Fuel,TFUEL,0.164365,0.005,0.012,0.025,15319348.0,1886178774.0,2022-03-17,3.987770138973443e-06,0.0002644231669415,0.0023458517834419,0.0081218960849148,0.010148891565092221,0.014,0.00026442316694153087,0.050227054424530765,0.005,0.012,0.025,1,Low
Maker,MKR,2079.04,0.008,0.052,0.087,96980207.0,1874509741.0,2022-03-17,0.0504409923315782,0.0016739494047387,0.002330814595764,0.05173630463411926,0.03958535082577897,0.048999999999999995,0.0016739494047387149,0.04991631974569133,0.008,0.052,0.087,1,Medium
Zcash,ZEC,152.32,0.0,0.023,0.076,357248948.0,1862253242.0,2022-03-17,0.003695538302234,0.0061663785049265,0.0023150203756485,0.1918369317034058,0.03897435053981015,0.033,0.006166378504926599,0.049589941434784096,0.0,0.023,0.076,0,High
PancakeSwap,CAKE,6.51,0.002,0.172,0.043,449533416.0,1806774957.0,2022-03-17,0.0001579435027724,0.007759276015191,0.0022435288147286,0.24880432079178968,0.08871489916205356,0.07233333333333332,0.007759276015191028,0.048112610187881495,0.002,0.172,0.043,1,High
JUNO,JUNO,39.16,0.003,0.021,-0.071,8314477.0,1786829872.0,2022-03-17,0.0009500871842923,0.0001435139628528,0.0022178267718604,0.004653200134097602,0.048757905341937455,0.03166666666666667,0.00014351396285289158,0.047581492520984835,0.003,0.021,-0.071,0,Low
Gala,GALA,0.230194,-0.001,0.01,-0.0139999999999999,598834885.0,1738051630.0,2022-03-17,5.58489192797117e-06,0.0103363287240924,0.0021549691572188,0.3445437837770101,0.012013880860626682,0.008333333333333299,0.0103363287240924,0.04628257671860239,-0.001,0.01,-0.0139999999999999,0,High
BitTorrent,BTT,1.826877e-06,0.002,0.009,-0.017,72096087.0,1685671515.0,2022-03-17,4.428709130905725e-11,0.0012444312674816,0.0020874700234134,0.04276995034824445,0.01345362404707371,0.009333333333333334,0.0012444312674816274,0.04488774664038619,0.002,0.009,-0.017,0,Medium
Arweave,AR,33.62,0.016,0.034,-0.107,39217699.0,1683869236.0,2022-03-17,0.0008156775060191,0.0006769262092446,0.0020851475338317,0.023290228339322188,0.07673982017179869,0.052333333333333336,0.0006769262092446564,0.0448397537530369,0.016,0.034,-0.107,0,Medium
